unique_id,Item_ID,sentence,sentence_type,context,context_prime,ground_truth,indexical,question,non-shifted_option,shifted_option,renamed_sentence,name_mapping,gender
451,113,"While John was speaking to Travis, he said ""Chris complimented you on your project"""".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Recently, you presented an impressive project at a local seminar, and Chris mentioned to me how much he admired your innovative ideas.",non-shifted,shifted,you,"According to the last sentence, who did Sean say that Joshua complimented on their project at the seminar?",Elijah,Anthony,"Hi! I am Willie. I will call you Elijah. I am a graduate student and I live in Los Angeles. I have two friends named Sean and Joshua. Recently, you presented an impressive project at a local seminar, and Joshua mentioned to me how much he admired your innovative ideas. While Sean was speaking to Anthony, he said ""Joshua complimented you on your project"""".","Andrew -> Willie
Donald -> Elijah
John -> Sean
Chris -> Joshua
Travis -> Anthony",male
452,113,"While John was speaking to Travis, he said ""Chris complimented you on your project"""".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Recently, Travis presented an impressive project at a local seminar, and Chris mentioned to me how much he admired Travis's innovative ideas.",shifted,shifted,you,"According to the last sentence, who did Sean say that Joshua complimented on their project at the seminar?",Elijah,Anthony,"Hi! I am Willie. I will call you Elijah. I am a graduate student and I live in Los Angeles. I have two friends named Sean and Joshua. Recently, Anthony presented an impressive project at a local seminar, and Joshua mentioned to me how much he admired Anthony's innovative ideas. While Sean was speaking to Anthony, he said ""Joshua complimented you on your project"""".","Andrew -> Willie
Donald -> Elijah
John -> Sean
Chris -> Joshua
Travis -> Anthony",male
453,114,"While John was speaking to Travis, he said that Chris met you at the coffee shop.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You often hang out at the local coffee shop, and Chris happened to meet you there last weekend.",non-shifted,non-shifted,you,"According to the last sentence, who did Judith say that Martha met at the coffee shop?",Jennifer,Tiffany,"Hi! I am Brittany. I will call you Jennifer. I am a graduate student and I live in Los Angeles. I have two friends named Judith and Martha. You often hang out at the local coffee shop, and Martha happened to meet you there last weekend. While Judith was speaking to Tiffany, she said that Martha met you at the coffee shop.","Andrew -> Brittany
Donald -> Jennifer
John -> Judith
Chris -> Martha
Travis -> Tiffany",female
454,114,"While John was speaking to Travis, he said that Chris met you at the coffee shop.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis often hangs out at the local coffee shop, and Chris happened to meet him there last weekend.",shifted,non-shifted,you,"According to the last sentence, who did Judith say that Martha met at the coffee shop?",Jennifer,Tiffany,"Hi! I am Brittany. I will call you Jennifer. I am a graduate student and I live in Los Angeles. I have two friends named Judith and Martha. Tiffany often hangs out at the local coffee shop, and Martha happened to meet her there last weekend. While Judith was speaking to Tiffany, she said that Martha met you at the coffee shop.","Andrew -> Brittany
Donald -> Jennifer
John -> Judith
Chris -> Martha
Travis -> Tiffany",female
455,114,"While John was speaking to Travis, he said ""Chris met you at the coffee shop"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You often hang out at the local coffee shop, and Chris happened to meet you there last weekend.",non-shifted,shifted,you,"According to the last sentence, who did Judith say that Martha met at the coffee shop?",Jennifer,Tiffany,"Hi! I am Brittany. I will call you Jennifer. I am a graduate student and I live in Los Angeles. I have two friends named Judith and Martha. You often hang out at the local coffee shop, and Martha happened to meet you there last weekend. While Judith was speaking to Tiffany, she said ""Martha met you at the coffee shop"".","Andrew -> Brittany
Donald -> Jennifer
John -> Judith
Chris -> Martha
Travis -> Tiffany",female
456,114,"While John was speaking to Travis, he said ""Chris met you at the coffee shop"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis often hangs out at the local coffee shop, and Chris happened to meet him there last weekend.",shifted,shifted,you,"According to the last sentence, who did Judith say that Martha met at the coffee shop?",Jennifer,Tiffany,"Hi! I am Brittany. I will call you Jennifer. I am a graduate student and I live in Los Angeles. I have two friends named Judith and Martha. Tiffany often hangs out at the local coffee shop, and Martha happened to meet her there last weekend. While Judith was speaking to Tiffany, she said ""Martha met you at the coffee shop"".","Andrew -> Brittany
Donald -> Jennifer
John -> Judith
Chris -> Martha
Travis -> Tiffany",female
457,115,"While John was speaking to Travis, he said that Chris congratulated you on your promotion.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Recently, you received a well-deserved promotion at work, and Chris was very happy for you and extended his congratulations.",non-shifted,non-shifted,you,"According to the last sentence, who did Jennifer say that Angela congratulated on their promotion?",Kayla,Lori,"Hi! I am Doris. I will call you Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Jennifer and Angela. Recently, you received a well-deserved promotion at work, and Angela was very happy for you and extended her congratulations. While Jennifer was speaking to Lori, she said that Angela congratulated you on your promotion.","Andrew -> Doris
Donald -> Kayla
John -> Jennifer
Chris -> Angela
Travis -> Lori",female
458,115,"While John was speaking to Travis, he said that Chris congratulated you on your promotion.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Recently, Travis received a well-deserved promotion at work, and Chris was very happy for Travis and extended his congratulations.",shifted,non-shifted,you,"According to the last sentence, who did Jennifer say that Angela congratulated on their promotion?",Kayla,Lori,"Hi! I am Doris. I will call you Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Jennifer and Angela. Recently, Lori received a well-deserved promotion at work, and Angela was very happy for Lori and extended her congratulations. While Jennifer was speaking to Lori, she said that Angela congratulated you on your promotion.","Andrew -> Doris
Donald -> Kayla
John -> Jennifer
Chris -> Angela
Travis -> Lori",female
459,115,"While John was speaking to Travis, he said ""Chris congratulated you on your promotion"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Recently, you received a well-deserved promotion at work, and Chris was very happy for you and extended his congratulations.",non-shifted,shifted,you,"According to the last sentence, who did Jennifer say that Angela congratulated on their promotion?",Kayla,Lori,"Hi! I am Doris. I will call you Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Jennifer and Angela. Recently, you received a well-deserved promotion at work, and Angela was very happy for you and extended her congratulations. While Jennifer was speaking to Lori, she said ""Angela congratulated you on your promotion"".","Andrew -> Doris
Donald -> Kayla
John -> Jennifer
Chris -> Angela
Travis -> Lori",female
460,115,"While John was speaking to Travis, he said ""Chris congratulated you on your promotion"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Recently, Travis received a well-deserved promotion at work, and Chris was very happy for Travis and extended his congratulations.",shifted,shifted,you,"According to the last sentence, who did Jennifer say that Angela congratulated on their promotion?",Kayla,Lori,"Hi! I am Doris. I will call you Kayla. I am a graduate student and I live in Los Angeles. I have two friends named Jennifer and Angela. Recently, Lori received a well-deserved promotion at work, and Angela was very happy for Lori and extended her congratulations. While Jennifer was speaking to Lori, she said ""Angela congratulated you on your promotion"".","Andrew -> Doris
Donald -> Kayla
John -> Jennifer
Chris -> Angela
Travis -> Lori",female
461,116,"While John was speaking to Travis, he said that Chris saw you at the gym.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You frequently go to the local gym, and Chris recently spotted you there during his workout.",non-shifted,non-shifted,you,"According to the last sentence, who did Kimberly say that Marilyn saw at the gym?",Andrea,Angela,"Hi! I am Jacqueline. I will call you Andrea. I am a graduate student and I live in Los Angeles. I have two friends named Kimberly and Marilyn. You frequently go to the local gym, and Marilyn recently spotted you there during her workout. While Kimberly was speaking to Angela, she said that Marilyn saw you at the gym.","Andrew -> Jacqueline
Donald -> Andrea
John -> Kimberly
Chris -> Marilyn
Travis -> Angela",female
462,116,"While John was speaking to Travis, he said that Chris saw you at the gym.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis frequently goes to the local gym, and Chris recently spotted him there during his workout.",shifted,non-shifted,you,"According to the last sentence, who did Kimberly say that Marilyn saw at the gym?",Andrea,Angela,"Hi! I am Jacqueline. I will call you Andrea. I am a graduate student and I live in Los Angeles. I have two friends named Kimberly and Marilyn. Angela frequently goes to the local gym, and Marilyn recently spotted her there during her workout. While Kimberly was speaking to Angela, she said that Marilyn saw you at the gym.","Andrew -> Jacqueline
Donald -> Andrea
John -> Kimberly
Chris -> Marilyn
Travis -> Angela",female
463,116,"While John was speaking to Travis, he said ""Chris saw you at the gym"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You frequently go to the local gym, and Chris recently spotted you there during his workout.",non-shifted,shifted,you,"According to the last sentence, who did Kimberly say that Marilyn saw at the gym?",Andrea,Angela,"Hi! I am Jacqueline. I will call you Andrea. I am a graduate student and I live in Los Angeles. I have two friends named Kimberly and Marilyn. You frequently go to the local gym, and Marilyn recently spotted you there during her workout. While Kimberly was speaking to Angela, she said ""Marilyn saw you at the gym"".","Andrew -> Jacqueline
Donald -> Andrea
John -> Kimberly
Chris -> Marilyn
Travis -> Angela",female
464,116,"While John was speaking to Travis, he said ""Chris saw you at the gym"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis frequently goes to the local gym, and Chris recently spotted him there during his workout.",shifted,shifted,you,"According to the last sentence, who did Kimberly say that Marilyn saw at the gym?",Andrea,Angela,"Hi! I am Jacqueline. I will call you Andrea. I am a graduate student and I live in Los Angeles. I have two friends named Kimberly and Marilyn. Angela frequently goes to the local gym, and Marilyn recently spotted her there during her workout. While Kimberly was speaking to Angela, she said ""Marilyn saw you at the gym"".","Andrew -> Jacqueline
Donald -> Andrea
John -> Kimberly
Chris -> Marilyn
Travis -> Angela",female
465,117,"While John was speaking to Travis, he said that Chris greeted you warmly at the book launch.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You and Chris are both book lovers, and you attended the same book launch event last week, where Chris greeted you warmly as soon as he saw you.",non-shifted,non-shifted,you,"According to the last sentence, who did Patricia say that Alexis greeted warmly at the book launch?",Martha,Ashley,"Hi! I am Julie. I will call you Martha. I am a graduate student and I live in Los Angeles. I have two friends named Patricia and Alexis. You and Alexis are both book lovers, and you attended the same book launch event last week, where Alexis greeted you warmly as soon as she saw you. While Patricia was speaking to Ashley, she said that Alexis greeted you warmly at the book launch.","Andrew -> Julie
Donald -> Martha
John -> Patricia
Chris -> Alexis
Travis -> Ashley",female
466,117,"While John was speaking to Travis, he said that Chris greeted you warmly at the book launch.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis and Chris are both book lovers, and they attended the same book launch event last week, where Chris greeted Travis warmly as soon as he saw him.",shifted,non-shifted,you,"According to the last sentence, who did Patricia say that Alexis greeted warmly at the book launch?",Martha,Ashley,"Hi! I am Julie. I will call you Martha. I am a graduate student and I live in Los Angeles. I have two friends named Patricia and Alexis. Ashley and Alexis are both book lovers, and they attended the same book launch event last week, where Alexis greeted Ashley warmly as soon as she saw him. While Patricia was speaking to Ashley, she said that Alexis greeted you warmly at the book launch.","Andrew -> Julie
Donald -> Martha
John -> Patricia
Chris -> Alexis
Travis -> Ashley",female
467,117,"While John was speaking to Travis, he said ""Chris greeted you warmly at the book launch"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You and Chris are both book lovers, and you attended the same book launch event last week, where Chris greeted you warmly as soon as he saw you.",non-shifted,shifted,you,"According to the last sentence, who did Patricia say that Alexis greeted warmly at the book launch?",Martha,Ashley,"Hi! I am Julie. I will call you Martha. I am a graduate student and I live in Los Angeles. I have two friends named Patricia and Alexis. You and Alexis are both book lovers, and you attended the same book launch event last week, where Alexis greeted you warmly as soon as she saw you. While Patricia was speaking to Ashley, she said ""Alexis greeted you warmly at the book launch"".","Andrew -> Julie
Donald -> Martha
John -> Patricia
Chris -> Alexis
Travis -> Ashley",female
468,117,"While John was speaking to Travis, he said ""Chris greeted you warmly at the book launch"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis and Chris are both book lovers, and they attended the same book launch event last week, where Chris greeted Travis warmly as soon as he saw him.",shifted,shifted,you,"According to the last sentence, who did Patricia say that Alexis greeted warmly at the book launch?",Martha,Ashley,"Hi! I am Julie. I will call you Martha. I am a graduate student and I live in Los Angeles. I have two friends named Patricia and Alexis. Ashley and Alexis are both book lovers, and they attended the same book launch event last week, where Alexis greeted Ashley warmly as soon as she saw him. While Patricia was speaking to Ashley, she said ""Alexis greeted you warmly at the book launch"".","Andrew -> Julie
Donald -> Martha
John -> Patricia
Chris -> Alexis
Travis -> Ashley",female
469,118,"While John was speaking to Travis, he said that Chris recognized you from the charity event.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You volunteered at a charity event last month, where you met many new people, including Chris who remembered seeing you there.",non-shifted,non-shifted,you,"According to the last sentence, who did Zachary say that Jonathan recognized from the charity event?",Raymond,Roy,"Hi! I am Jose. I will call you Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Zachary and Jonathan. You volunteered at a charity event last month, where you met many new people, including Jonathan who remembered seeing you there. While Zachary was speaking to Roy, he said that Jonathan recognized you from the charity event.","Andrew -> Jose
Donald -> Raymond
John -> Zachary
Chris -> Jonathan
Travis -> Roy",male
470,118,"While John was speaking to Travis, he said that Chris recognized you from the charity event.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis volunteered at a charity event last month, where he met many new people, including Chris who remembered seeing Travis there.",shifted,non-shifted,you,"According to the last sentence, who did Zachary say that Jonathan recognized from the charity event?",Raymond,Roy,"Hi! I am Jose. I will call you Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Zachary and Jonathan. Roy volunteered at a charity event last month, where he met many new people, including Jonathan who remembered seeing Roy there. While Zachary was speaking to Roy, he said that Jonathan recognized you from the charity event.","Andrew -> Jose
Donald -> Raymond
John -> Zachary
Chris -> Jonathan
Travis -> Roy",male
471,118,"While John was speaking to Travis, he said ""Chris recognized you from the charity event"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You volunteered at a charity event last month, where you met many new people, including Chris who remembered seeing you there.",non-shifted,shifted,you,"According to the last sentence, who did Zachary say that Jonathan recognized from the charity event?",Raymond,Roy,"Hi! I am Jose. I will call you Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Zachary and Jonathan. You volunteered at a charity event last month, where you met many new people, including Jonathan who remembered seeing you there. While Zachary was speaking to Roy, he said ""Jonathan recognized you from the charity event"".","Andrew -> Jose
Donald -> Raymond
John -> Zachary
Chris -> Jonathan
Travis -> Roy",male
472,118,"While John was speaking to Travis, he said ""Chris recognized you from the charity event"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis volunteered at a charity event last month, where he met many new people, including Chris who remembered seeing Travis there.",shifted,shifted,you,"According to the last sentence, who did Zachary say that Jonathan recognized from the charity event?",Raymond,Roy,"Hi! I am Jose. I will call you Raymond. I am a graduate student and I live in Los Angeles. I have two friends named Zachary and Jonathan. Roy volunteered at a charity event last month, where he met many new people, including Jonathan who remembered seeing Roy there. While Zachary was speaking to Roy, he said ""Jonathan recognized you from the charity event"".","Andrew -> Jose
Donald -> Raymond
John -> Zachary
Chris -> Jonathan
Travis -> Roy",male
473,119,"While John was speaking to Travis, he said that Chris valued you for your advice.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You frequently offer thoughtful advice to your friends, and Chris recently mentioned how much he values your perspective and insights.",non-shifted,non-shifted,you,"According to the last sentence, who did Gloria say that Karen valued for their advice?",Alexis,Virginia,"Hi! I am Sara. I will call you Alexis. I am a graduate student and I live in Los Angeles. I have two friends named Gloria and Karen. You frequently offer thoughtful advice to your friends, and Karen recently mentioned how much she values your perspective and insights. While Gloria was speaking to Virginia, she said that Karen valued you for your advice.","Andrew -> Sara
Donald -> Alexis
John -> Gloria
Chris -> Karen
Travis -> Virginia",female
474,119,"While John was speaking to Travis, he said that Chris valued you for your advice.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis frequently offers thoughtful advice to his friends, and Chris recently mentioned how much he values Travis's perspective and insights.",shifted,non-shifted,you,"According to the last sentence, who did Gloria say that Karen valued for their advice?",Alexis,Virginia,"Hi! I am Sara. I will call you Alexis. I am a graduate student and I live in Los Angeles. I have two friends named Gloria and Karen. Virginia frequently offers thoughtful advice to her friends, and Karen recently mentioned how much she values Virginia's perspective and insights. While Gloria was speaking to Virginia, she said that Karen valued you for your advice.","Andrew -> Sara
Donald -> Alexis
John -> Gloria
Chris -> Karen
Travis -> Virginia",female
475,119,"While John was speaking to Travis, he said ""Chris valued you for your advice"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You frequently offer thoughtful advice to your friends, and Chris recently mentioned how much he values your perspective and insights.",non-shifted,shifted,you,"According to the last sentence, who did Gloria say that Karen valued for their advice?",Alexis,Virginia,"Hi! I am Sara. I will call you Alexis. I am a graduate student and I live in Los Angeles. I have two friends named Gloria and Karen. You frequently offer thoughtful advice to your friends, and Karen recently mentioned how much she values your perspective and insights. While Gloria was speaking to Virginia, she said ""Karen valued you for your advice"".","Andrew -> Sara
Donald -> Alexis
John -> Gloria
Chris -> Karen
Travis -> Virginia",female
476,119,"While John was speaking to Travis, he said ""Chris valued you for your advice"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis frequently offers thoughtful advice to his friends, and Chris recently mentioned how much he values Travis's perspective and insights.",shifted,shifted,you,"According to the last sentence, who did Gloria say that Karen valued for their advice?",Alexis,Virginia,"Hi! I am Sara. I will call you Alexis. I am a graduate student and I live in Los Angeles. I have two friends named Gloria and Karen. Virginia frequently offers thoughtful advice to her friends, and Karen recently mentioned how much she values Virginia's perspective and insights. While Gloria was speaking to Virginia, she said ""Karen valued you for your advice"".","Andrew -> Sara
Donald -> Alexis
John -> Gloria
Chris -> Karen
Travis -> Virginia",female
477,120,"While John was speaking to Travis, he said that Chris recommended you for the lead role.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You have been acting in community theater for several years, and Chris mentioned to me that he recommended you for the lead role in an upcoming production.",non-shifted,non-shifted,you,"According to the last sentence, who did Joseph say that Matthew recommended for the lead role?",Peter,Albert,"Hi! I am Zachary. I will call you Peter. I am a graduate student and I live in Los Angeles. I have two friends named Joseph and Matthew. You have been acting in community theater for several years, and Matthew mentioned to me that he recommended you for the lead role in an upcoming production. While Joseph was speaking to Albert, he said that Matthew recommended you for the lead role.","Andrew -> Zachary
Donald -> Peter
John -> Joseph
Chris -> Matthew
Travis -> Albert",male
478,120,"While John was speaking to Travis, he said that Chris recommended you for the lead role.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis has been acting in community theater for several years, and Chris mentioned to me that he recommended Travis for the lead role in an upcoming production.",shifted,non-shifted,you,"According to the last sentence, who did Joseph say that Matthew recommended for the lead role?",Peter,Albert,"Hi! I am Zachary. I will call you Peter. I am a graduate student and I live in Los Angeles. I have two friends named Joseph and Matthew. Albert has been acting in community theater for several years, and Matthew mentioned to me that he recommended Albert for the lead role in an upcoming production. While Joseph was speaking to Albert, he said that Matthew recommended you for the lead role.","Andrew -> Zachary
Donald -> Peter
John -> Joseph
Chris -> Matthew
Travis -> Albert",male
479,120,"While John was speaking to Travis, he said ""Chris recommended you for the lead role"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You have been acting in community theater for several years, and Chris mentioned to me that he recommended you for the lead role in an upcoming production.",non-shifted,shifted,you,"According to the last sentence, who did Joseph say that Matthew recommended for the lead role?",Peter,Albert,"Hi! I am Zachary. I will call you Peter. I am a graduate student and I live in Los Angeles. I have two friends named Joseph and Matthew. You have been acting in community theater for several years, and Matthew mentioned to me that he recommended you for the lead role in an upcoming production. While Joseph was speaking to Albert, he said ""Matthew recommended you for the lead role"".","Andrew -> Zachary
Donald -> Peter
John -> Joseph
Chris -> Matthew
Travis -> Albert",male
480,120,"While John was speaking to Travis, he said ""Chris recommended you for the lead role"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis has been acting in community theater for several years, and Chris mentioned to me that he recommended Travis for the lead role in an upcoming production.",shifted,shifted,you,"According to the last sentence, who did Joseph say that Matthew recommended for the lead role?",Peter,Albert,"Hi! I am Zachary. I will call you Peter. I am a graduate student and I live in Los Angeles. I have two friends named Joseph and Matthew. Albert has been acting in community theater for several years, and Matthew mentioned to me that he recommended Albert for the lead role in an upcoming production. While Joseph was speaking to Albert, he said ""Matthew recommended you for the lead role"".","Andrew -> Zachary
Donald -> Peter
John -> Joseph
Chris -> Matthew
Travis -> Albert",male
481,121,"While John was speaking to Travis, he said that Chris observed you at the new caf√©.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You and Chris both enjoy exploring new caf√©s, and he mentioned to me that he saw you at the new caf√© downtown last weekend.",non-shifted,non-shifted,you,"According to the last sentence, who did Tyler say that Jerry observed at the new café?",David,Carl,"Hi! I am Jose. I will call you David. I am a graduate student and I live in Los Angeles. I have two friends named Tyler and Jerry. You and Jerry both enjoy exploring new caf√©s, and he mentioned to me that he saw you at the new caf√© downtown last weekend. While Tyler was speaking to Carl, he said that Jerry observed you at the new caf√©.","Andrew -> Jose
Donald -> David
John -> Tyler
Chris -> Jerry
Travis -> Carl",male
482,121,"While John was speaking to Travis, he said that Chris observed you at the new caf√©.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis and Chris both enjoy exploring new caf√©s, and Chris mentioned to me that he saw Travis at the new caf√© downtown last weekend.",shifted,non-shifted,you,"According to the last sentence, who did Tyler say that Jerry observed at the new café?",David,Carl,"Hi! I am Jose. I will call you David. I am a graduate student and I live in Los Angeles. I have two friends named Tyler and Jerry. Carl and Jerry both enjoy exploring new caf√©s, and Jerry mentioned to me that he saw Carl at the new caf√© downtown last weekend. While Tyler was speaking to Carl, he said that Jerry observed you at the new caf√©.","Andrew -> Jose
Donald -> David
John -> Tyler
Chris -> Jerry
Travis -> Carl",male
483,121,"While John was speaking to Travis, he said ""Chris observed you at the new caf√©"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You and Chris both enjoy exploring new caf√©s, and he mentioned to me that he saw you at the new caf√© downtown last weekend.",non-shifted,shifted,you,"According to the last sentence, who did Tyler say that Jerry observed at the new café?",David,Carl,"Hi! I am Jose. I will call you David. I am a graduate student and I live in Los Angeles. I have two friends named Tyler and Jerry. You and Jerry both enjoy exploring new caf√©s, and he mentioned to me that he saw you at the new caf√© downtown last weekend. While Tyler was speaking to Carl, he said ""Jerry observed you at the new caf√©"".","Andrew -> Jose
Donald -> David
John -> Tyler
Chris -> Jerry
Travis -> Carl",male
484,121,"While John was speaking to Travis, he said ""Chris observed you at the new caf√©"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis and Chris both enjoy exploring new caf√©s, and Chris mentioned to me that he saw Travis at the new caf√© downtown last weekend.",shifted,shifted,you,"According to the last sentence, who did Tyler say that Jerry observed at the new café?",David,Carl,"Hi! I am Jose. I will call you David. I am a graduate student and I live in Los Angeles. I have two friends named Tyler and Jerry. Carl and Jerry both enjoy exploring new caf√©s, and Jerry mentioned to me that he saw Carl at the new caf√© downtown last weekend. While Tyler was speaking to Carl, he said ""Jerry observed you at the new caf√©"".","Andrew -> Jose
Donald -> David
John -> Tyler
Chris -> Jerry
Travis -> Carl",male
485,122,"While John was speaking to Travis, he said that Chris appreciated you at the team meeting.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You recently shared some great insights during our team meeting, and Chris mentioned how much he appreciated your contributions to the discussion.",non-shifted,non-shifted,you,"According to the last sentence, who did James say that Andrew appreciated at the team meeting?",William,Nicholas,"Hi! I am Steven. I will call you William. I am a graduate student and I live in Los Angeles. I have two friends named James and Andrew. You recently shared some great insights during our team meeting, and Andrew mentioned how much he appreciated your contributions to the discussion. While James was speaking to Nicholas, he said that Andrew appreciated you at the team meeting.","Andrew -> Steven
Donald -> William
John -> James
Chris -> Andrew
Travis -> Nicholas",male
486,122,"While John was speaking to Travis, he said that Chris appreciated you at the team meeting.",non-quot,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis recently shared some great insights during our team meeting, and Chris mentioned how much he appreciated Travis's contributions to the discussion.",shifted,non-shifted,you,"According to the last sentence, who did James say that Andrew appreciated at the team meeting?",William,Nicholas,"Hi! I am Steven. I will call you William. I am a graduate student and I live in Los Angeles. I have two friends named James and Andrew. Nicholas recently shared some great insights during our team meeting, and Andrew mentioned how much he appreciated Nicholas's contributions to the discussion. While James was speaking to Nicholas, he said that Andrew appreciated you at the team meeting.","Andrew -> Steven
Donald -> William
John -> James
Chris -> Andrew
Travis -> Nicholas",male
487,122,"While John was speaking to Travis, he said ""Chris appreciated you at the team meeting"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. You recently shared some great insights during our team meeting, and Chris mentioned how much he appreciated your contributions to the discussion.",non-shifted,shifted,you,"According to the last sentence, who did James say that Andrew appreciated at the team meeting?",William,Nicholas,"Hi! I am Steven. I will call you William. I am a graduate student and I live in Los Angeles. I have two friends named James and Andrew. You recently shared some great insights during our team meeting, and Andrew mentioned how much he appreciated your contributions to the discussion. While James was speaking to Nicholas, he said ""Andrew appreciated you at the team meeting"".","Andrew -> Steven
Donald -> William
John -> James
Chris -> Andrew
Travis -> Nicholas",male
488,122,"While John was speaking to Travis, he said ""Chris appreciated you at the team meeting"".",quotation,"Hi! I am Andrew. I will call you Donald. I am a graduate student and I live in Los Angeles. I have two friends named John and Chris. Travis recently shared some great insights during our team meeting, and Chris mentioned how much he appreciated Travis's contributions to the discussion.",shifted,shifted,you,"According to the last sentence, who did James say that Andrew appreciated at the team meeting?",William,Nicholas,"Hi! I am Steven. I will call you William. I am a graduate student and I live in Los Angeles. I have two friends named James and Andrew. Nicholas recently shared some great insights during our team meeting, and Andrew mentioned how much he appreciated Nicholas's contributions to the discussion. While James was speaking to Nicholas, he said ""Andrew appreciated you at the team meeting"".","Andrew -> Steven
Donald -> William
John -> James
Chris -> Andrew
Travis -> Nicholas",male
